id:ID	:LABEL	comp	condition
decl;APPLET_NO_i2cdetect;;	cVariable	busybox/include/	
decl;APPLET_NO_i2cdump;;	cVariable	busybox/include/	
decl;APPLET_NO_i2cget;;	cVariable	busybox/include/	
decl;APPLET_NO_i2cset;;	cVariable	busybox/include/	
decl;APPLET_NO_id;;	cVariable	busybox/include/	
decl;APPLET_NO_ifconfig;;	cVariable	busybox/include/	
decl;APPLET_NO_ifdown;;	cVariable	busybox/include/	
decl;APPLET_NO_ifenslave;;	cVariable	busybox/include/	
decl;APPLET_NO_ifplugd;;	cVariable	busybox/include/	
decl;APPLET_NO_ifup;;	cVariable	busybox/include/	
decl;APPLET_NO_inetd;;	cVariable	busybox/include/	
decl;APPLET_NO_init;;	cVariable	busybox/include/	
decl;APPLET_NO_insmod;;	cVariable	busybox/include/	
decl;APPLET_NO_install;;	cVariable	busybox/include/	
decl;APPLET_NO_ionice;;	cVariable	busybox/include/	
decl;APPLET_NO_iostat;;	cVariable	busybox/include/	
decl;APPLET_NO_ip;;	cVariable	busybox/include/	
decl;APPLET_NO_ipaddr;;	cVariable	busybox/include/	
decl;APPLET_NO_ipcalc;;	cVariable	busybox/include/	
decl;APPLET_NO_ipcrm;;	cVariable	busybox/include/	
decl;APPLET_NO_ipcs;;	cVariable	busybox/include/	
decl;APPLET_NO_iplink;;	cVariable	busybox/include/	
decl;APPLET_NO_ipneigh;;	cVariable	busybox/include/	
decl;APPLET_NO_iproute;;	cVariable	busybox/include/	
decl;APPLET_NO_iprule;;	cVariable	busybox/include/	
decl;APPLET_NO_iptunnel;;	cVariable	busybox/include/	
decl;APPLET_NO_kbd_mode;;	cVariable	busybox/include/	
decl;APPLET_NO_kill;;	cVariable	busybox/include/	
decl;APPLET_NO_killall5;;	cVariable	busybox/include/	
decl;APPLET_NO_killall;;	cVariable	busybox/include/	
decl;APPLET_NO_klogd;;	cVariable	busybox/include/	
decl;APPLET_NO_last;;	cVariable	busybox/include/	
decl;APPLET_NO_less;;	cVariable	busybox/include/	
