id:ID	:LABEL	comp	condition
decl;ENABLE_HAVE_PRINTF;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_PSTAT_GETDYNAMIC;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_PTHREAD_COND_REINIT_OKAY;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_PTHREAD_RWLOCK_REINIT_OKAY;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_PTHREAD_SELF;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_PTHREAD_YIELD;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_PWRITE;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_QNX;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_QSORT;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_QUEUE;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_RAISE;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_RAND;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_RANDOM;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_RANDOM_R;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_REPLICATION;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_REPLICATION_LISTENER_TAKEOVER;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_REPLICATION_THREADS;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_REPMGR_SSL;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_SCHED_YIELD;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_SHARED_LATCHES;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_SHMCTL_SHM_LOCK;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_SHMGET;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_SIGACTION;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_SIMPLE_THREAD_TYPE;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_SLICED_REPLICATION;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_SLICES;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_SNPRINTF;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STAT;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STATISTICS;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRCASECMP;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRCAT;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRCHR;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRDUP;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRERROR;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRFTIME;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRNCAT;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRNCMP;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRRCHR;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRSEP;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRTOL;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRTOUL;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_STRUCT_STAT_ST_BLKSIZE;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_SYSCONF;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_SYSTEM_INCLUDE_FILES;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_TIME;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_UNLINK_WITH_OPEN_FAILURE;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_UPGRADE_SUPPORT;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_VERIFY;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_VSNPRINTF;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_VXWORKS;;	cVariable	bdb/feature.h/	
decl;ENABLE_HAVE_YIELD;;	cVariable	bdb/feature.h/	
decl;ENABLE_INADDR_NONE;;	cVariable	bdb/feature.h/	
decl;ENABLE_INTERMEDIATE_VALUE_KAT;;	cVariable	bdb/feature.h/	
decl;ENABLE_LOAD_ACTUAL_MUTEX_CODE;;	cVariable	bdb/feature.h/	
decl;ENABLE_LOCK_DIAGNOSTIC;;	cVariable	bdb/feature.h/	
decl;ENABLE_LOG_DIAGNOSTIC;;	cVariable	bdb/feature.h/	
